DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4
25Q252,"Queens School of Inquiry, The",Enrolled over the Counter,2017-18,s,s,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q252,"Queens School of Inquiry, The",Receive free or reduced price lunch,2017-18,183,52,43,50,38,102,55.7%,81,44.3%,79,43.2%,29,15.8%,44,24.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,47,9,19.1%,20,42.6%,9,19.1%,9,19.1%,18,38.3%,s,s,s,s,s,s,s,s,s,s,s
25Q252,"Queens School of Inquiry, The",Students in temporary housing,2017-18,s,No Data,No Data,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q252,"Queens School of Inquiry, The",Students with Disabilities,2017-18,45,15,17,s,s,13,28.9%,32,71.1%,s,s,12,26.7%,11,24.4%,s,s,15,33.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,6,46.2%,7,53.8%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q263,Flushing International High School,All Students,2017-18,442,111,125,93,113,207,46.8%,235,53.2%,210,47.5%,s,s,206,46.6%,s,s,17,3.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,39,33,84.6%,6,15.4%,s,s,s,s,s,s,78,48,61.5%,19,24.4%,s,s,s,s,s,s
25Q263,Flushing International High School,English Language Learners,2017-18,349,95,110,78,66,160,45.8%,189,54.2%,157,45.0%,s,s,174,49.9%,s,s,11,3.2%,177,50.7%,124,35.5%,20,5.7%,s,s,s,s,s,s,s,s,s,s,s,s,17,4.9%,34,31,91.2%,s,s,s,s,s,s,s,s,73,46,63.0%,17,23.3%,s,s,s,s,s,s
25Q263,Flushing International High School,Enrolled over the Counter,2017-18,41,28,13,No Data,No Data,21,51.2%,20,48.8%,17,41.5%,s,s,22,53.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q263,Flushing International High School,Receive free or reduced price lunch,2017-18,385,93,102,85,105,186,48.3%,199,51.7%,190,49.4%,s,s,175,45.5%,s,s,16,4.2%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,36,31,86.1%,s,s,s,s,s,s,s,s,73,46,63.0%,18,24.7%,s,s,s,s,s,s
25Q263,Flushing International High School,Students in temporary housing,2017-18,94,21,30,26,17,47,50.0%,47,50.0%,43,45.7%,s,s,50,53.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,s,s,s,s,s,s,s,s,s,s,14,10,71.4%,s,s,s,s,s,s,s,s
25Q263,Flushing International High School,Students with Disabilities,2017-18,9,s,s,s,No Data,s,s,s,s,s,s,s,s,6,66.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q281,East-West School of International Studies,All Students,2017-18,349,90,98,75,86,158,45.3%,191,54.7%,210,60.2%,48,13.8%,68,19.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,83,11,13.3%,29,34.9%,28,33.7%,15,18.1%,43,51.8%,52,s,s,18,34.6%,21,40.4%,s,s,s,s
25Q281,East-West School of International Studies,English Language Learners,2017-18,23,8,10,s,s,9,39.1%,14,60.9%,19,82.6%,s,s,s,s,s,s,s,s,s,s,16,69.6%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q281,East-West School of International Studies,Enrolled over the Counter,2017-18,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q281,East-West School of International Studies,Receive free or reduced price lunch,2017-18,300,69,82,66,83,135,45.0%,165,55.0%,184,61.3%,43,14.3%,60,20.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,62,8,12.9%,25,40.3%,18,29.0%,11,17.7%,29,46.8%,40,s,s,14,35.0%,17,42.5%,s,s,s,s
25Q281,East-West School of International Studies,Students in temporary housing,2017-18,s,s,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q281,East-West School of International Studies,Students with Disabilities,2017-18,49,14,16,12,7,16,32.7%,33,67.3%,19,38.8%,11,22.4%,12,24.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,s,s,7,58.3%,s,s,s,s,s,s,8,s,s,s,s,s,s,s,s,s,s
25Q285,World Journalism Preparatory: A College Board Scho,All Students,2017-18,320,98,77,75,70,199,62.2%,121,37.8%,41,12.8%,19,5.9%,104,32.5%,6,1.9%,150,46.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,82,s,s,24,29.3%,36,43.9%,s,s,s,s,76,22,28.9%,34,44.7%,s,s,s,s,s,s
25Q285,World Journalism Preparatory: A College Board Scho,English Language Learners,2017-18,s,s,No Data,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s
25Q285,World Journalism Preparatory: A College Board Scho,Enrolled over the Counter,2017-18,13,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,8,61.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q285,World Journalism Preparatory: A College Board Scho,Receive free or reduced price lunch,2017-18,178,65,40,40,33,117,65.7%,61,34.3%,32,18.0%,s,s,75,42.1%,s,s,55,30.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,55,s,s,14,25.5%,26,47.3%,s,s,s,s,51,13,25.5%,24,47.1%,s,s,s,s,s,s
25Q285,World Journalism Preparatory: A College Board Scho,Students in temporary housing,2017-18,7,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q285,World Journalism Preparatory: A College Board Scho,Students with Disabilities,2017-18,61,14,16,18,13,31,50.8%,30,49.2%,s,s,s,s,20,32.8%,s,s,35,57.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,s,s,7,63.6%,s,s,s,s,s,s,11,9,81.8%,s,s,s,s,s,s,s,s
25Q425,John Bowne High School,All Students,2017-18,3601,1192,833,987,589,1779,49.4%,1822,50.6%,1053,29.2%,670,18.6%,1602,44.5%,84,2.3%,192,5.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,772,129,16.7%,311,40.3%,261,33.8%,71,9.2%,332,43.0%,666,224,33.6%,278,41.7%,122,18.3%,42,6.3%,164,24.6%
25Q425,John Bowne High School,English Language Learners,2017-18,604,221,157,208,18,249,41.2%,355,58.8%,279,46.2%,s,s,283,46.9%,s,s,s,s,284,47.0%,226,37.4%,8,1.3%,10,1.7%,s,s,8,1.3%,7,1.2%,s,s,10,1.7%,48,7.9%,79,57,72.2%,22,27.8%,s,s,s,s,s,s,97,53,54.6%,26,26.8%,12,12.4%,6,6.2%,18,18.6%
25Q425,John Bowne High School,Enrolled over the Counter,2017-18,296,107,86,82,21,132,44.6%,164,55.4%,91,30.7%,53,17.9%,128,43.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,19,6,31.6%,8,42.1%,s,s,s,s,s,s,17,7,41.2%,8,47.1%,s,s,s,s,s,s
25Q425,John Bowne High School,Receive free or reduced price lunch,2017-18,2693,885,588,744,476,1346,50.0%,1347,50.0%,860,31.9%,428,15.9%,1232,45.7%,56,2.1%,117,4.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,553,92,16.6%,223,40.3%,189,34.2%,49,8.9%,238,43.0%,475,161,33.9%,201,42.3%,79,16.6%,34,7.2%,113,23.8%
25Q425,John Bowne High School,Students in temporary housing,2017-18,188,75,51,37,25,90,47.9%,98,52.1%,60,31.9%,38,20.2%,77,41.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,34,s,s,14,41.2%,10,29.4%,s,s,s,s,29,12,41.4%,12,41.4%,s,s,s,s,s,s
25Q425,John Bowne High School,Students with Disabilities,2017-18,525,230,105,134,56,199,37.9%,326,62.1%,58,11.0%,115,21.9%,313,59.6%,9,1.7%,30,5.7%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,123,59,48.0%,46,37.4%,s,s,s,s,s,s,112,73,65.2%,33,29.5%,s,s,s,s,s,s
25Q460,Flushing High School,All Students,2017-18,1692,568,486,356,282,764,45.2%,928,54.8%,285,16.8%,345,20.4%,973,57.5%,39,2.3%,50,3.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,377,75,19.9%,166,44.0%,121,32.1%,15,4.0%,136,36.1%,319,143,44.8%,130,40.8%,36,11.3%,10,3.1%,46,14.4%
25Q460,Flushing High School,English Language Learners,2017-18,385,108,120,82,75,123,31.9%,262,68.1%,74,19.2%,s,s,302,78.4%,s,s,s,s,303,78.7%,36,9.4%,17,4.4%,6,1.6%,s,s,s,s,s,s,s,s,8,2.1%,14,3.6%,40,29,72.5%,11,27.5%,s,s,s,s,s,s,46,33,71.7%,11,23.9%,s,s,s,s,s,s
25Q460,Flushing High School,Enrolled over the Counter,2017-18,180,71,68,34,7,67,37.2%,113,62.8%,32,17.8%,13,7.2%,126,70.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,22,s,s,12,54.5%,s,s,s,s,s,s,20,7,35.0%,11,55.0%,s,s,s,s,s,s
25Q460,Flushing High School,Receive free or reduced price lunch,2017-18,1256,419,351,255,231,579,46.1%,677,53.9%,212,16.9%,223,17.8%,763,60.7%,22,1.8%,36,2.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,280,53,18.9%,129,46.1%,86,30.7%,12,4.3%,98,35.0%,242,113,46.7%,92,38.0%,28,11.6%,9,3.7%,37,15.3%
25Q460,Flushing High School,Students in temporary housing,2017-18,143,48,50,28,17,63,44.1%,80,55.9%,21,14.7%,22,15.4%,94,65.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,s,s,14,56.0%,6,24.0%,s,s,s,s,22,11,50.0%,9,40.9%,s,s,s,s,s,s
25Q460,Flushing High School,Students with Disabilities,2017-18,242,107,58,39,38,74,30.6%,168,69.4%,16,6.6%,56,23.1%,159,65.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,60,32,53.3%,25,41.7%,s,s,s,s,s,s,55,44,80.0%,10,18.2%,s,s,s,s,s,s
25Q525,Townsend Harris High School,All Students,2017-18,1141,268,296,288,289,801,70.2%,340,29.8%,662,58.0%,59,5.2%,123,10.8%,66,5.8%,231,20.2%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,234,s,s,s,s,23,9.8%,205,87.6%,228,97.4%,80,s,s,s,s,10,12.5%,63,78.8%,73,91.3%
25Q525,Townsend Harris High School,Enrolled over the Counter,2017-18,19,11,8,No Data,No Data,13,68.4%,6,31.6%,7,36.8%,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q525,Townsend Harris High School,Receive free or reduced price lunch,2017-18,625,145,154,156,170,448,71.7%,177,28.3%,423,67.7%,32,5.1%,75,12.0%,26,4.2%,69,11.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,132,s,s,s,s,17,12.9%,109,82.6%,126,95.5%,46,s,s,s,s,s,s,32,69.6%,s,s
25Q525,Townsend Harris High School,Students in temporary housing,2017-18,s,s,s,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q525,Townsend Harris High School,Students with Disabilities,2017-18,40,12,13,9,6,15,37.5%,25,62.5%,13,32.5%,9,22.5%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,s,s,s,s,6,50.0%,s,s,s,s,11,s,s,s,s,s,s,s,s,s,s
25Q540,Queens Academy High School,All Students,2017-18,371,No Data,139,96,136,139,37.5%,232,62.5%,41,11.1%,141,38.0%,158,42.6%,13,3.5%,18,4.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q540,Queens Academy High School,English Language Learners,2017-18,20,No Data,10,s,s,s,s,s,s,s,s,s,s,14,70.0%,s,s,s,s,15,75.0%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q540,Queens Academy High School,Enrolled over the Counter,2017-18,154,No Data,74,37,43,58,37.7%,96,62.3%,16,10.4%,54,35.1%,72,46.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q540,Queens Academy High School,Receive free or reduced price lunch,2017-18,252,No Data,99,63,90,107,42.5%,145,57.5%,28,11.1%,91,36.1%,115,45.6%,7,2.8%,11,4.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q540,Queens Academy High School,Students in temporary housing,2017-18,15,No Data,s,6,s,s,s,s,s,s,s,6,40.0%,6,40.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q540,Queens Academy High School,Students with Disabilities,2017-18,73,No Data,35,22,16,28,38.4%,45,61.6%,s,s,29,39.7%,35,47.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q670,Robert F. Kennedy Community High School,All Students,2017-18,756,218,192,185,161,344,45.5%,412,54.5%,273,36.1%,96,12.7%,264,34.9%,22,2.9%,101,13.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,168,32,19.0%,72,42.9%,53,31.5%,11,6.5%,64,38.1%,154,52,33.8%,63,40.9%,22,14.3%,17,11.0%,39,25.3%
25Q670,Robert F. Kennedy Community High School,English Language Learners,2017-18,88,31,17,34,6,37,42.0%,51,58.0%,46,52.3%,s,s,25,28.4%,s,s,11,12.5%,25,28.4%,27,30.7%,s,s,s,s,s,s,s,s,s,s,s,s,9,10.2%,14,15.9%,21,16,76.2%,s,s,s,s,s,s,s,s,26,12,46.2%,7,26.9%,s,s,s,s,s,s
25Q670,Robert F. Kennedy Community High School,Enrolled over the Counter,2017-18,16,s,9,s,s,8,50.0%,8,50.0%,8,50.0%,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q670,Robert F. Kennedy Community High School,Receive free or reduced price lunch,2017-18,608,174,155,152,127,283,46.5%,325,53.5%,236,38.8%,71,11.7%,206,33.9%,16,2.6%,79,13.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,136,26,19.1%,56,41.2%,44,32.4%,10,7.4%,54,39.7%,127,43,33.9%,50,39.4%,20,15.7%,14,11.0%,34,26.8%
25Q670,Robert F. Kennedy Community High School,Students in temporary housing,2017-18,14,s,8,s,No Data,7,50.0%,7,50.0%,s,s,s,s,6,42.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
25Q670,Robert F. Kennedy Community High School,Students with Disabilities,2017-18,121,47,33,26,15,36,29.8%,85,70.2%,25,20.7%,s,s,58,47.9%,s,s,19,15.7%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,31,11,35.5%,17,54.8%,s,s,s,s,s,s,29,21,72.4%,7,24.1%,s,s,s,s,s,s
25Q792,North Queens Community High School,All Students,2017-18,207,52,74,53,28,94,45.4%,113,54.6%,s,s,87,42.0%,78,37.7%,s,s,20,9.7%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q792,North Queens Community High School,English Language Learners,2017-18,11,No Data,s,s,s,s,s,s,s,s,s,s,s,9,81.8%,s,s,s,s,8,72.7%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q792,North Queens Community High School,Enrolled over the Counter,2017-18,101,29,31,28,13,47,46.5%,54,53.5%,s,s,42,41.6%,41,40.6%,s,s,12,11.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q792,North Queens Community High School,Receive free or reduced price lunch,2017-18,148,34,54,38,22,72,48.6%,76,51.4%,13,8.8%,64,43.2%,55,37.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q792,North Queens Community High School,Students in temporary housing,2017-18,15,s,6,s,s,s,s,s,s,s,s,9,60.0%,6,40.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
25Q792,North Queens Community High School,Students with Disabilities,2017-18,40,s,20,10,s,12,30.0%,28,70.0%,s,s,16,40.0%,17,42.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
26Q315,Business Technology Early College High School,All Students,2017-18,422,123,120,98,81,132,31.3%,289,68.5%,115,27.3%,168,39.8%,83,19.7%,26,6.2%,30,7.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,110,10,9.1%,29,26.4%,55,50.0%,16,14.5%,71,64.5%,72,20,27.8%,38,52.8%,s,s,s,s,s,s
26Q315,Business Technology Early College High School,English Language Learners,2017-18,19,s,11,s,s,s,s,s,s,13,68.4%,s,s,s,s,s,s,s,s,s,s,s,s,6,31.6%,s,s,s,s,s,s,s,s,s,s,s,s,6,31.6%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26Q315,Business Technology Early College High School,Enrolled over the Counter,2017-18,35,18,11,s,s,12,34.3%,23,65.7%,9,25.7%,18,51.4%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,s,s,s,s,s,s,s,s,s,s,8,s,s,s,s,s,s,s,s,s,s
26Q315,Business Technology Early College High School,Receive free or reduced price lunch,2017-18,326,101,91,73,61,107,32.8%,218,66.9%,96,29.4%,120,36.8%,72,22.1%,20,6.1%,18,5.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,91,7,7.7%,23,25.3%,48,52.7%,13,14.3%,61,67.0%,60,14,23.3%,32,53.3%,s,s,s,s,s,s
